Number_of_Gates,Maximum_Path_Delay,Slack,Operating_Frequency,Fanout,Timing_Violation
2582,11.240950496603947,-9.502680433451946,517.5426371094018,1,1
16781,12.542601246463686,-8.776596072688545,321.2367283203172,2,1
15805,3.0501075924394256,-2.212884926804311,923.3579348664892,9,1
10317,12.661016018039192,-10.878988062814896,401.86613214671223,8,1
11761,8.5641514450643,-7.777683874706868,957.037613080035,3,1
917,12.82532272726314,-10.79092412874283,579.7497610852402,8,1
9308,7.038223888774205,-4.846071882991778,668.3899408085442,1,1
3767,6.306566795362491,-4.552189374074181,588.6464000403951,4,1
17709,13.810850255241114,-8.531588192541692,216.4425552700308,3,1
6245,4.516369745677618,-2.9135978136760503,438.23909710714685,6,1
11838,12.818972554006002,-7.756071877952448,189.23150104986155,7,1
912,7.776288015131658,-6.406934579994254,660.6586397650435,4,1
8043,8.197336195717636,-6.263324922858051,502.18677568039504,7,1
8087,5.318555940852776,-4.026800045099691,800.1864744138431,9,1
1228,9.02259080866622,-5.326192040148125,298.42343289943284,2,1
12157,5.552956747866959,-1.744880918477135,248.10945258640143,3,1
6488,1.5497717993831324,0.6670522508058669,465.699007867391,5,0
19388,4.807980474820985,-3.7597942426199342,933.926844896543,3,1
3467,1.0893066076922695,-0.19976637519856844,739.3796335111706,8,1
15027,14.696967018795993,-12.657501694880587,477.0312623136268,8,1
19670,14.520460937476464,-12.8240846648919,565.5449527788795,8,1
16548,6.532174164612271,-0.9261640617619152,175.7917100593885,9,1
18006,11.197191960755044,-10.16723512511661,986.1183067385018,4,1
18455,5.841285377745949,-4.374400640827102,699.766574225427,5,1
5573,10.395304199203665,-7.809261183334987,356.86366161708025,5,1
5604,12.276020602643708,-10.04534552375705,627.22755479372,8,1
2643,14.254587425691371,-9.802410396613054,198.5341294620946,7,1
7857,6.6029718618954085,-5.931734550543609,969.2530019268252,9,1
12543,11.966171761384668,-6.689774167389222,257.30648909502935,8,1
3940,4.722998308849663,-3.7783522083803054,683.2272862496927,2,1
6144,14.864652253111077,-12.425381557056445,320.9090162850374,4,1
11018,1.360774382700916,0.3472966100186336,745.8052443836822,6,0
15052,9.449403291015694,-9.236616816908164,799.139230516253,2,1
3414,10.23308374311858,-8.93444608603323,706.0777560202894,7,1
14084,10.632637799037804,-8.02844787864924,653.0495142296733,3,1
12644,2.685426103047246,-2.3507467673702953,903.2221845568105,3,1
14897,14.139416968623825,-9.274365349565443,170.76403989078224,2,1
9287,3.536565906701159,-1.7724776277796528,397.82328920217566,8,1
14691,9.718547645357775,-6.17778336493657,323.45873166776136,6,1
1228,4.11746510772319,-2.5441716758443897,989.2125658588794,1,1
18249,5.301029838297793,-3.3373259678848948,450.45080170018616,1,1
1198,8.650419584193742,-6.991900077769331,759.3514293163589,7,1
7686,6.840707859904071,-4.749424798328193,716.2526474929041,8,1
15012,3.243158413671088,1.0884399670938205,290.87311372963995,5,0
14423,3.393109633891876,-0.342660562620645,315.0979121903962,5,1
17279,6.854027034279195,-5.173153925808113,353.1561071977307,4,1
7900,11.60196169585701,-9.884807449424903,470.0145504334413,6,1
4671,13.57150505586904,-10.568361852472556,310.8925590854741,6,1
4860,2.1777872716313595,6.189906611484352,117.68633447216303,3,0
3002,6.503454705831615,-5.475621220375558,891.4537511264759,9,1
17601,2.403437892120273,-0.8120508701850088,969.0488482427957,7,1
19666,1.2322947288563704,1.859429146733223,407.41334832841113,1,0
5986,10.264061557015392,-7.878664726745592,404.6561914829256,7,1
8835,9.434292187532229,0.514980931524744,106.38263149693388,5,0
4991,3.282267593408407,-1.6993874451132618,712.2256194973367,5,1
11630,4.273379663302897,-3.0547405612486385,842.8959061737659,2,1
8151,1.3319085510232573,3.4326845288046406,231.94747032400284,4,0
1667,12.689260879721653,-8.549724220357772,243.69971443043568,6,1
1562,14.64566834467972,-12.383831038963411,811.0749249742939,7,1
19040,2.896433515125671,-2.0881325398678263,654.6616735187301,5,1
11674,4.240652992714174,2.6255624383449208,140.3745018649453,9,0
5229,13.157733335257078,-11.706511980307718,660.2922914160536,3,1
9848,13.970493171386588,-11.105445787958402,378.02595055938946,1,1
5834,6.8747833592953445,-3.9251984220303644,431.85263992376133,4,1
9424,1.7087146117670378,-0.45949533983707525,792.7582764671922,9,1
4830,1.5514856716994716,-1.0575513502746223,829.8416734053495,4,1
7301,9.035298124966147,-6.441643919460053,460.3209641558476,2,1
5346,6.500531524504506,-5.073114638465723,952.4376424057193,5,1
7231,1.4011339860871632,-0.22529497333142334,465.816446156865,3,1
15868,9.165533492375795,-7.909023755384248,794.6524317070989,9,1
17837,1.1582355122463146,-0.08585631169152519,535.4895381078331,4,1
3039,12.023207414089821,-11.253943372649934,907.7790938698756,6,1
7556,5.290059517847202,-4.650933743739192,916.9851192851607,2,1
12016,1.5636120421292494,4.437770209008101,178.67512708397547,6,0
11993,9.236931093764147,-8.11789515961197,942.8439981792031,3,1
2042,6.567581802062765,-6.02411144820907,842.9813573683741,9,1
14464,14.633205787000094,-12.961918108651329,812.1796428814001,2,1
18075,8.61878127505183,-5.774686866873526,280.82020571697024,9,1
6813,4.8533485345181155,-3.4755931648707903,824.6072878791985,5,1
19565,10.932144104875647,-10.183239712795595,865.1194612165332,8,1
18424,4.800888035597959,-2.2077632073661535,360.23530100873586,2,1
14307,13.659406079705912,-12.362375825977486,957.0340705260913,6,1
10080,6.24610758710327,0.9171606366341303,144.87413175924783,3,0
18249,8.698159878866873,-3.77287678216462,234.9183279224257,5,1
9191,1.708023453539204,-0.03630247369081387,583.8230242463628,8,1
7994,6.965697331331231,-5.194907019057402,618.2132240100788,1,1
4812,12.65308955525393,-11.402742131694545,680.6350749708131,5,1
1824,12.279083275086787,-3.512971021296112,115.27221638391981,3,1
3641,4.140459823949367,-2.8837274920876306,964.3300971599173,4,1
2310,4.1651069941478776,2.922005215612733,140.1292834607296,2,0
7088,12.442274370985315,-8.972674940032652,228.75575745106215,9,1
19807,14.025577882370557,-4.979878167787353,112.61306577345128,3,1
5801,2.3350528978220497,-0.513891592487145,610.1725899646852,2,1
15985,7.300820951967154,-6.57599054946773,939.040195528875,9,1
12214,5.724359905499206,-4.936659239630929,699.3524494724178,7,1
5248,13.189638376404151,-11.261777512949102,840.3917216323846,6,1
9935,2.1693488055202628,7.008687131450765,111.95308311272207,1,0
4209,3.9557631958125237,-2.369084629032949,587.8137686317534,5,1
13616,11.534556726210921,-10.156057991741632,513.6066797549697,3,1
10076,1.7181138857370182,-0.3077637081645607,549.0711497987138,1,1
10650,7.89549533000005,-1.1832953162073694,164.99186680166915,4,1
19956,7.18949848551608,-5.724003523768264,715.9918249623768,2,1
7030,5.681616505842481,-4.148259393655751,552.898373372771,2,1
10688,6.5240124144649325,-5.001152414607358,788.6339648751376,3,1
15183,8.41916821702326,-6.963342730244682,536.7615706555439,8,1
1004,3.2591430174373635,1.756699022717856,234.44347260378888,8,0
1714,9.007942295970299,-6.868337079503356,683.4312586700398,7,1
2031,12.276052610199809,-8.590041535290506,255.1477258946496,6,1
1323,11.642253017062227,-10.826842639399459,885.1551070193334,9,1
17812,3.1545986657128315,-2.9294631794370822,651.8046151623173,4,1
5529,3.0894925763806347,0.31078679984366075,241.48349520125882,1,0
13928,4.7544411484287865,-4.389091055993635,966.1042517330861,8,1
17017,6.0550461687745205,-4.222316033428111,566.5289170017886,7,1
2605,6.718378139718756,-0.8431614776362957,165.6086066844895,7,1
4127,10.515761035666834,-9.682743947282074,664.1496139735605,3,1
13472,1.7935260503216957,1.1157973821389373,327.8790163115292,4,0
2352,1.4854178591649294,-0.018160775330528622,823.3241066895722,9,1
5410,6.486747881214726,-5.02671299642395,836.0398662095715,6,1
11503,10.760291689931726,-10.69081351388931,981.0526202691957,5,1
14343,3.708094801390756,-1.9595900002240916,551.6825779220533,3,1
12204,9.981062737587523,-8.709875078819021,509.4611917549634,9,1
16261,4.637593931164193,-2.901594049243425,778.1280449018326,5,1
6690,13.40520552338923,-8.451579442313928,219.2235907077339,5,1
18140,13.53965921973263,-12.30012244745595,592.2239624138117,4,1
6145,5.162020859938571,-3.8547774129230796,591.6228401177659,4,1
10088,4.219912555485367,1.0888280235430932,180.5258105293485,1,0
12329,6.758255608927238,-5.78463114145654,476.1856769562222,7,1
8553,4.367442192522082,-3.0473263931302452,867.9563187104818,9,1
3830,10.41337380608385,-9.401081489460628,870.5382597951942,3,1
19587,12.564905583675998,-6.797585684888547,189.3138984277129,2,1
9162,10.423289832757039,-5.4673656964529975,181.64879447304776,3,1
7614,12.540906261490893,-9.878045241084838,336.4259293017418,1,1
13823,6.557890270904638,-6.184124969071069,887.2894562985941,6,1
1853,3.1884375899240522,0.9387825719428537,216.01232656614906,7,0
11475,11.33131326356629,-10.585400722668831,747.9971223647017,2,1
11523,6.046643071981754,-0.31439853827246156,191.0490576517929,8,1
1167,10.397791553207854,-9.2336604039699,660.8240683730428,6,1
9837,4.789015187744719,-2.3485830409695545,420.4605692072303,4,1
14159,2.1372148872934176,-1.093063082198849,810.0225666692803,5,1
4219,14.896145136828688,-12.308412328217548,310.32140394282726,8,1
19629,3.18682111102839,-1.790107737389234,675.2816464509639,3,1
7983,14.837893915488735,-11.334387606991307,312.11428111829645,3,1
1039,14.681919055930262,-13.938624106120148,742.2942548009385,4,1
5464,12.113453454712555,-10.580623950332175,886.3102311046739,1,1
5335,10.231921469147967,-5.986538898517919,214.12161921408403,9,1
6542,9.089298703515185,-8.194344534189094,879.9361197359532,8,1
15337,13.125421635289685,-11.283334495228342,634.2177289728681,8,1
7812,5.052153302672831,-0.7196801329461078,214.39944178032158,6,1
5820,7.547536974788279,-5.465990811253249,484.7876698237408,7,1
13716,9.671459571131027,-5.743408166838353,244.7742641365881,6,1
3279,6.756666662172876,-5.3227069330705925,730.3130999799125,9,1
17808,6.984810357263751,-6.898010234057644,782.9813209761547,3,1
2081,5.6239853450291815,-1.416318095488081,195.21686824551907,3,1
13177,8.899245433583506,-6.791165735877157,555.52586742518,3,1
6213,12.908043392211624,-11.189206711586122,833.1625504233255,3,1
17139,3.82139729208838,-3.2156852977427772,942.5467373958968,9,1
5304,14.08206254254818,-12.425242962104425,562.166080067593,4,1
18722,10.647227152475216,-9.453022576751382,955.2513012502664,7,1
10636,12.525824977520422,-10.461357532612075,582.1200734104268,9,1
509,8.786669696820162,-7.601601583591042,454.77144513991715,7,1
19755,11.913233819936888,-11.198019169906745,863.3828156976059,9,1
5624,1.226805562752541,0.446206973961552,543.6844394122802,3,0
1515,12.457325946913492,-10.199949414617851,524.7122595080707,4,1
2693,1.5619440271951313,1.5347396381672747,541.2812404688455,8,0
8915,13.458787269080075,-12.41284063895012,862.1065016827708,6,1
14050,14.887478461341006,-14.412760325774135,848.7473875192469,5,1
15012,5.116944470474889,-2.7567665974778146,463.1679931961901,4,1
4658,3.944459788001111,-0.7837735908204082,399.96987388347253,8,1
7470,11.71508709401257,-9.818560955827655,542.7352216352164,1,1
7438,4.542368772883545,-3.370985160611803,615.4952587633982,9,1
14272,13.117873364410848,-9.459261434922668,314.50348956519724,1,1
18517,2.439796290204674,-0.8803661933067838,814.5595762440315,8,1
10844,2.7633727493110154,-1.4171051125981284,537.8344891591805,4,1
7766,14.708121771408617,-12.021408762888042,400.6409935779636,9,1
9202,10.433744575780064,-4.8366839314633525,196.13889366759156,5,1
884,12.85642114200534,-9.090476266310136,314.9606443632463,3,1
904,5.540611282921252,-4.526005520334171,954.3530545803853,9,1
8675,10.470772493288461,-7.980224794246223,374.5897181375739,9,1
15658,9.319385582320361,-4.737075164317908,251.97336043033178,4,1
13263,9.444101681721257,-8.105945850950697,514.6055124894939,4,1
18884,10.555454433528102,-7.679268196335769,376.3789690242238,8,1
10360,9.05502842380738,-2.143758385136264,131.64332524407473,2,1
6489,7.0068731702373235,-3.915532370992191,390.8306955514755,9,1
15606,4.862917721327656,-3.29615652808155,589.6977615455216,6,1
18344,11.760138632784829,-9.44951668058249,596.5411348179703,9,1
4136,4.167814020044607,-1.5462634902217607,420.9030290591998,8,1
11416,10.6929602861618,-9.314807653435981,502.57248062734055,7,1
5309,4.266659517090573,-2.5223178301170246,968.9661264112898,1,1
13956,9.754622379362354,-6.704275004058938,439.61362950728045,3,1
15944,11.459095739806404,-8.009566303534285,332.4041319339847,2,1
6497,4.061994444691549,-1.3091742645361606,319.12033966008414,5,1
2548,1.839206212058316,-0.03904298949763324,511.98815143372076,5,1
12838,2.833632401918437,-1.484705587488773,783.5681338452497,5,1
17600,9.483957541794357,-6.331827940543465,285.3893657696259,4,1
5044,12.892249687160298,-10.691735459863057,738.3665144266913,5,1
5476,1.6299554972959411,6.843109453371735,119.03484101447467,3,0
13275,11.278117626583047,-10.533529973097542,477.0396801855514,1,1
10515,5.77846104330073,-4.356087584570047,798.2785586825082,5,1
3919,7.6993971788733155,-5.403484178149881,404.8596601969883,9,1
14930,14.004033697837919,-12.395036200811266,607.3633913008596,9,1
7739,5.647601066301837,-2.316741328731499,284.48130954331975,4,1
14989,7.514717075152805,-5.808764324702957,767.7958520135551,3,1
17133,1.1915538066495355,6.1686429393034805,147.05119294188364,1,0
10857,2.142382080067737,-0.8478364771077636,867.2883803879503,2,1
17654,4.620282275886977,-1.1976838181511418,278.37674777950133,8,1
4863,1.3899313714950416,-0.2831511630927227,886.9582285374977,1,1
10676,9.839254564675514,-7.4329612127776095,417.2763171704656,8,1
17961,6.969576995222715,-6.0381964369874135,750.4152170270379,7,1
8927,8.674032838192309,-5.802609172008944,387.3027680075696,8,1
9080,3.4450606025486135,-2.1225259488868207,915.3205041111828,6,1
5358,5.143048412112625,0.3006500297908644,213.97341296653693,9,0
10540,10.293542647938152,-5.829567454065669,260.6678103453388,3,1
19698,14.514238130825598,-13.017917716585329,543.7271126429221,4,1
15754,1.7058348304309288,4.4598890797485735,173.74459513433152,6,0
11970,13.465380491973725,-10.322678725645783,276.38216623158576,8,1
1752,9.076336818356918,-7.6750625703527335,949.3897439908129,5,1
7496,8.894873934578733,-8.131564334659025,978.8406950330984,3,1
12673,8.003899492908644,-6.235717936287132,438.6333963973797,6,1
5173,1.9715172026585674,-0.7573315463173753,930.957418912542,4,1
16281,2.2582759243062496,-1.9016267384141814,590.3422081060885,9,1
13551,9.412768079227206,-7.370832535638239,342.7682192863904,3,1
7381,5.773420000097817,-4.496342116454022,732.1588489725387,4,1
7449,13.84175293208753,-12.35755481346579,693.0116259173715,7,1
10021,6.692267523032612,-5.867042958996248,990.21278719786,7,1
8517,3.005940421836975,-0.8418202002285781,338.54255866835496,4,1
7441,11.006063669028505,-9.996275164199876,704.8535523955619,6,1
10709,5.106947900174138,1.899653930376189,146.8213795265022,3,0
18215,8.356584302982505,-3.122086008243878,202.28143482704746,6,1
10050,10.76965899707238,-1.118411471972013,103.52653745598394,2,1
5137,13.603697556828985,-12.024795043549197,999.5146129537058,8,1
5354,12.090676727223466,-10.675501763220138,822.04632743273,2,1
10820,10.469054950218137,-9.605236688084384,808.0507132601867,7,1
19064,10.51486455353201,-8.865417515346936,558.7534677593617,9,1
5392,14.242945016449212,-12.24211633292675,370.0603746148959,1,1
7543,5.141537364951505,-0.9607924306873572,236.13785601640834,8,1
17021,1.0155693187466237,2.34783529933721,356.2072649618173,7,0
19716,4.807363831574781,-2.183562122797372,438.3740997362252,6,1
4664,4.050479314774416,-2.068538584369721,780.6790872822646,6,1
8441,10.265684191595975,-8.70975530019681,585.6956100128372,6,1
14888,9.871962396717407,-3.307384852090907,169.7352638999344,9,1
6069,9.308459357866134,-0.8011926385179032,116.22610806302102,2,1
4800,1.2274082049323518,4.714034547950062,192.09896158065683,1,0
6769,11.202892762309064,-9.083663577132425,469.4488423276414,6,1
4318,5.529425774796882,-4.111837258958439,939.8736253441165,8,1
12515,10.310783846092836,-8.088804237949404,673.6622330882994,3,1
12734,8.792097999030148,-7.671738677124514,821.6433098879636,1,1
18790,5.7982329559907,-3.764988913794637,519.7371350540936,9,1
6754,2.8840677394575085,0.1105431368038512,425.4994748755385,1,0
17644,2.3218645672467333,2.6733786476257366,197.56033544496046,3,0
7850,12.64125666357113,-12.17600733323538,888.3397199675844,8,1
15683,13.857565589141812,-11.543585299221872,804.8440261251126,3,1
6738,10.097032654700193,-6.352706851115911,251.3062878379526,4,1
6590,2.448077608046767,-0.5862780262350319,561.0345074886345,8,1
12137,6.62838103643537,-4.193840938225751,538.6373271291204,1,1
13147,11.205148801472202,-10.000149501253441,662.5823974178758,6,1
10411,11.917492376140954,-11.37052951298215,951.5682045921351,1,1
8972,2.6550607120752403,-0.9199431558384912,621.7942975862317,1,1
18771,1.0004300638353538,-0.19105286154486312,586.1955401007567,8,1
3766,10.96991864232847,-4.231115830354241,145.29063964119754,4,1
1166,5.992346463806879,0.5151868455450075,156.61672841622155,1,0
4688,4.562738642655644,-0.9748742774588401,268.61211219411,7,1
17555,1.1805645770533562,5.786228832852821,129.22369452257345,5,0
10661,8.564191694660995,-6.466742370864796,769.0176060130111,5,1
11814,12.916110295963744,-11.532778462158351,750.9972735945669,1,1
13391,14.406843047816231,-9.19588711312197,222.45061098847864,6,1
5277,8.92042930858605,-7.877387015867602,852.4710107157529,9,1
4400,8.202458588358517,-4.463739354037834,239.3074313615008,9,1
14216,2.1907893968493752,0.638797327307041,371.0580282976229,8,0
7481,8.684219221596397,-5.706447393484799,324.0792092452285,5,1
6876,6.3197071055155245,-4.610140881432926,435.076388715743,1,1
17407,9.499893932370076,-5.727310641076624,329.1973893009657,9,1
19277,6.4421688702716535,-4.90164358398963,540.0558337946068,1,1
19477,4.364187728305135,-3.141465736503655,466.6670932192169,8,1
10660,2.329513853197271,-0.6531954736055192,987.9125417013939,5,1
14624,5.40885822424454,0.9908605756283542,150.3337151154031,3,0
16782,2.353027680028532,1.7297325647125692,227.96323874861645,7,0
10988,3.476557311535775,2.418420055755786,147.54330451774223,7,0
5740,14.822706220113643,-12.44452445952964,663.2570754841382,9,1
10953,7.2174497966926605,-1.1534079107138138,149.05834967234762,7,1
10978,8.446204731070232,-7.244366285727326,852.795763638511,3,1
12894,13.230659402321015,-10.991006697783689,560.744767613735,1,1
19762,14.93796460686963,-12.985876728094114,574.3068621233804,8,1
4932,9.158002290825541,-7.536124629706146,605.4350569409748,3,1
14068,12.374633494618402,-9.284305367811585,253.73233567558967,8,1
14678,5.577174340713453,-2.3838954939350905,277.9212728030388,8,1
18160,5.280415404262076,-2.6021057771025737,386.93559058570423,5,1
802,6.637852093923843,-5.454517128172344,634.1467742396662,1,1
17522,10.415101677431087,-6.8544829917531045,289.1059983461931,7,1
555,10.550683649571383,-5.324579595410528,204.6985544199351,5,1
13513,5.413352085092312,-3.9044625180872186,973.105197776589,8,1
9217,2.8649389379128016,4.870357320483446,119.78363332866061,9,0
8650,9.85354759051712,-7.539312157843365,822.4276648024195,7,1
2625,2.796562070642703,-1.177082274992129,809.2316346175198,7,1
11979,9.09889511521062,-6.378609722264409,367.4927024605864,1,1
16245,10.707909792788326,-5.65993429379356,222.06395440658207,4,1
17248,10.808560949522324,-5.298085157212805,231.06578203488107,2,1
7309,11.548609549234355,-10.89375513693422,727.6884555134733,2,1
5121,13.220031901919304,-11.858880199006258,678.5259319775563,2,1
15534,7.999425887507038,-7.945588994338281,804.471106826248,4,1
14123,11.223488653413996,-10.067541212790026,943.7330551591942,1,1
5626,9.668418295121715,-8.102087454775845,722.7346269399328,4,1
5622,3.612959157167556,0.5295068761167503,240.26638289629912,2,0
18530,1.3596550281717144,1.446908192195183,319.09835508886965,5,0
17802,4.9835793994770725,-4.842800658825624,857.9743577858031,3,1
19681,7.202471888726672,-3.548003698963181,288.3754682507877,8,1
6370,9.639483222001187,-2.8610641943412483,165.27008525903327,4,1
2031,12.899430627044875,-11.830594121983763,732.9520486380254,1,1
8672,3.7474400338863187,-1.3641895425246509,462.2737199411278,1,1
8173,2.757697058578679,-2.4642248645937825,928.0360472913133,3,1
7382,14.488719264640585,-12.8007477950274,685.2295639842954,9,1
2406,2.5126238312697,2.8040607999240756,181.37708001249467,7,0
3586,7.698874981500648,-7.030844084980089,953.0709105282947,2,1
14003,9.197892203106226,-6.572377061245007,332.7015372762213,9,1
8652,8.579241892704136,-6.297679140662808,403.4912413656572,2,1
6250,2.204450198461205,0.15110759917763625,462.03437231518785,3,0
13272,1.7983767960506711,4.390081116430616,146.10186676388193,2,0
10767,2.4767679844544994,-0.8467170392871882,546.8638800075444,3,1
1562,9.198227574216576,-4.479326912420713,210.98664196776303,6,1
18860,8.620828426880495,-7.000554273752734,460.87329401951655,9,1
18180,4.2723710885144195,-0.9681033875790925,415.6388091928759,9,1
6729,9.928837985838282,-9.098603306503229,795.556075083853,7,1
17009,12.480945028779091,-11.600380269275064,822.853460469458,3,1
15647,1.5821054378523127,2.12915770784926,238.0715941501792,4,0
5132,7.973819209672594,-4.748435539899828,429.8960686413036,6,1
6788,10.650345769437664,-8.080409042890995,436.0178449286485,5,1
4096,4.532366978975619,-0.7682062952118422,236.26939954247655,2,1
11975,5.308792674104088,-3.5340912136048583,818.6081545460714,6,1
6668,9.590930641851374,-8.13281817398702,736.5054955018809,3,1
10295,13.571094108212316,-9.757103262504335,271.34360766733124,8,1
8061,12.33894188424059,-10.18586795203806,430.0497177344191,2,1
8758,9.16382306739417,-4.416223740789543,195.22452237086281,1,1
17116,11.223104048601488,-9.551333811629343,665.3859373837396,9,1
6871,6.1075145829091815,-1.6007369542814112,209.2347320937577,3,1
14869,9.973517393382608,-8.052318019052437,987.340751762426,1,1
13410,7.526542275785798,-6.915258695056049,802.613867219076,7,1
8443,3.6591059104058528,-0.6747876454660676,451.21469462559554,5,1
12699,10.8243358342816,-9.268930567041302,620.707539051419,5,1
16228,8.790504922883509,-7.554250793756151,920.2076345947679,1,1
7238,6.0207021473502795,-3.933807939294392,598.6893523562435,9,1
16413,13.75874866110083,-10.183558974625386,257.04863775815966,7,1
2972,1.2930776495742657,1.4074791568921339,440.8330200230434,8,0
19623,5.420824117492944,-5.610221769420965,858.8303785267708,9,1
16179,1.7963395688870518,-0.6852955175324795,679.7917143906561,6,1
2261,11.73138242710278,-10.734947905052403,685.6519459004203,5,1
10667,10.829504357593096,-10.320073628062065,880.1393371196402,6,1
11054,5.638931062308439,-4.640917870857088,904.5757517162542,2,1
17760,10.459280630899023,-9.188602618696306,927.8133146014927,4,1
14777,6.543121166743298,-0.7970083498009274,185.3642739278405,3,1
4312,11.58755307991408,-9.771375725391023,589.7134017667909,7,1
18344,7.358571278313885,-6.386716047314916,766.4585690964867,9,1
18617,6.771916189643318,-5.307382018955067,781.2341606143124,5,1
2105,14.086218816836213,-12.476195175711378,646.0445817730035,6,1
6122,4.512307398469803,-0.04601618663787732,250.10860166530676,2,1
7267,2.6862627599519158,-1.074819850910811,817.678498547498,3,1
12113,9.183603585632415,-7.831646046446936,748.1002001634512,3,1
11089,14.570505371978506,-9.386033414255907,177.52219439413267,9,1
14418,6.289748992180613,-4.683591177552824,517.4288422069386,7,1
13546,1.8685146908029413,1.7540157085030252,256.57965956962323,8,0
3090,5.7502737423339445,-3.430999986520054,403.7293411416747,9,1
17947,8.083043160473817,0.6514322553082333,116.2729829851169,6,0
4824,3.266922092850992,-0.7368239813761284,460.2968815696824,4,1
11287,10.213431052790888,-8.558005181911543,594.8892290405894,1,1
9611,14.968491446142808,-13.439804055531743,657.6243335443781,8,1
5842,7.324352663740213,-5.818270099624047,697.1413106158391,7,1
16889,5.966199794222977,-5.051355038925404,852.6621817922139,2,1
9159,6.609858335682533,-3.6702289623112696,293.91661654815704,8,1
14543,2.612046497532816,1.3079245959099666,208.43364019462115,5,0
9337,13.365830419967134,-12.559181764561954,866.3834547081331,7,1
617,6.807559177298928,-2.4207742238523213,240.9515334033849,4,1
14417,6.421841759947778,-5.750053544659921,977.2840732025758,5,1
19435,10.235663821026641,-9.189452381953139,858.2844064587733,8,1
14809,7.188467893035729,-5.139674778989882,550.7889453006392,1,1
13734,10.075268563309844,-8.797918760818451,983.2792824298227,1,1
6060,1.860248061831025,2.929366400407126,187.6390561972038,4,0
1346,12.392126812111185,-9.210899992979575,372.7591850575915,3,1
11454,14.167055340311636,-12.12058510932087,674.4019735365503,2,1
14203,10.082715406231403,-8.238037672821719,415.00618162586085,3,1
15885,14.36392300402335,-13.706934681996827,935.5352967827126,1,1
14246,3.1200524011794863,3.7622911672608055,159.0634793600358,1,0
6969,7.683826652724951,-6.075084576377546,594.4706488548682,6,1
9833,9.425294275236261,-8.952352882725169,631.7796406556031,5,1
17108,9.144313063896615,-8.389513807788473,687.4553113995017,8,1
13319,6.620464907246605,-3.7157610232856446,330.099600998633,2,1
4708,5.73318173112766,-3.9788536186258248,428.109784767878,4,1
6783,2.775536315705863,-1.8185271715773235,859.3124766984798,8,1
2548,6.484394307871895,-2.8377533822164325,275.4484920731438,6,1
6733,3.277251411476792,-1.3615441129707109,844.1810624560259,1,1
13441,11.281119470891058,-9.7772423921929,606.3898806124682,4,1
13107,3.9236330969242594,-2.1150469973518335,785.9687600746739,1,1
10265,1.819914273983474,0.24172689259738556,742.2466296371244,2,0
2328,8.73312592944128,-4.528738586907724,286.76034584639115,5,1
2417,9.333216258071623,-7.556669024373357,611.9314627904855,8,1
7488,13.206782857927077,-13.053290307952185,880.9508375245831,8,1
18910,9.077742573847546,-6.801941381946072,488.9046131217364,3,1
15094,5.83673195212824,-4.281531570757895,969.931693200985,4,1
13477,12.242166341368488,-10.310288369476126,506.99359009154625,6,1
509,8.563904504623896,-3.315380416828344,228.50707300109622,3,1
17144,2.1099239848366844,0.539791924508732,450.4912120699059,2,0
10365,8.921907844385453,-7.5923280062685885,956.5321657514835,6,1
2719,13.712259635903273,-10.590079759773428,387.7487644058688,5,1
7541,6.548376756975088,-5.246989430088608,881.2883438803566,5,1
18944,5.1485612265972005,-5.275303144654619,893.1256135137008,5,1
5787,3.008572398252281,-0.849477649979684,415.167871898765,5,1
2119,3.1202373070950022,3.1948572133506463,174.93189224556892,3,0
9012,7.0588007807854645,-6.132989771443516,752.1021182429364,7,1
1842,9.339517538261413,-6.822172948476427,380.3610691125874,6,1
11068,2.1286156723744245,-1.40822851138609,804.6312528318151,4,1
19716,14.15396024635232,-11.25553558222005,498.3893634343898,2,1
19708,11.571870644232742,-8.868025199688564,536.7400681083594,9,1
18878,9.212734855971277,-8.404854379375262,800.1184660736832,1,1
14731,12.598141393145871,-10.272884171421245,444.12699795546513,4,1
3990,2.122614595369586,-0.45810879451979963,498.8146107906231,1,1
9810,7.675744288263742,-5.0881416408655635,438.57142189265994,6,1
8484,9.821303776063289,-7.24415617800123,430.60646374955195,4,1
18488,12.601140685656048,-10.451158393183471,573.3519192113135,5,1
12719,11.968573840689748,-10.594767718751683,827.9195000510356,5,1
735,4.878969495987595,-1.061595299086284,425.5914807303093,9,1
10661,14.17232237382886,-12.937510470013915,571.829248483963,1,1
2408,2.740841780032185,-2.17499164485195,703.6545928983408,2,1
9067,13.25187066069613,-10.528669384483024,342.4955016732895,6,1
4030,14.59316349446466,-12.518140270991964,349.7705244121533,5,1
5756,3.480149325116758,-3.1626319413726316,940.0718143211093,7,1
19519,11.108924898852994,-10.27834535284255,751.1811159979798,3,1
8662,1.5639972628919785,-0.4108033486291246,619.468008600978,3,1
19444,6.675919551948169,-5.688988385097485,682.9480489785508,2,1
5915,8.227966188767436,-0.055554773197179386,126.36949879307653,3,1
3891,9.129033162734878,-7.858417240263819,656.2926690055272,1,1
11657,14.103121475479833,-12.402554346758066,558.5579859017816,5,1
6451,10.411509622118725,-8.27284591385263,591.1747118014921,5,1
8507,7.737891317069318,-5.759674025997034,423.4814441477354,7,1
9564,12.33545050772245,-6.69826550239969,173.32650794164772,4,1
16024,14.307459493361725,-10.475015194117997,274.00531025084695,3,1
